contract_number,work_type,project_description,county,Proposal ID,Category Description,Primary County,Letting Date,tdot_work_type,match
CNR019,Pavement Marking,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,"BENTON, CARROLL, DYER, GIBSON, HENRY, LAKE, OBION, AND WEAKLEY",CNR019,MAINTENANCE,BENTON,20170210,Maintenance,False
CNQ050,Pavement Marking,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,"BEDFORD, CHEATHAM, DICKSON, GILES, HICKMAN, HOUSTON, HUMPHREYS, LAWRENCE, LEWIS, LINCOLN, MACON,
MARSHALL, MAURY, MONTGOMERY, MOORE, PERRY, ROBERTSON, RUTHERFORD, STEWART, SUMNER, TROUSDALE, WAYNE,
WILLIAMSON, AND WILSON",CNQ050,MAINTENANCE,BEDFORD,20160212,Maintenance,False
CNV035,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"ANDERSON, BLOUNT, CAMPBELL, CARTER, CLAIBORNE, COCKE, GRAINGER, HAMBLEN, HANCOCK, HAWKINS, JEFFERSON,
JOHNSON, KNOX, LOUDON, MONROE, MORGAN, ROANE, SCOTT, SEVIER, SULLIVAN, UNICOI, UNION, AND WASHINGTON",CNV035,MAINTENANCE,ANDERSON,20210205,Maintenance,False
CNQ065,Pavement Marking,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,"BLEDSOE, BRADLEY, CLAY, CUMBERLAND, DEKALB, FENTRESS, GRUNDY, HAMILTON, JACKSON, MARION, MCMINN, MEIGS,
POLK, SEQUATCHIE, VAN BUREN, WARREN, AND WHITE",CNQ065,MAINTENANCE,BLEDSOE,20160212,Maintenance,False
CNW058,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"BLEDSOE, BRADLEY, CANNON, CLAY, COFFEE, CUMBERLAND, DEKALB, FENTRESS, FRANKLIN, GRUNDY, HAMILTON, JACKSON,
MARION, MCMINN, MEIGS, OVERTON, PICKETT, POLK, PUTNAM, RHEA, SEQUATCHIE, VAN BUREN, WARREN, AND WHITE",CNW058,MAINTENANCE,BLEDSOE,20220211,Maintenance,False
CNV039,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"BEDFORD, CHEATHAM, DAVIDSON, DICKSON, GILES, HICKMAN, HOUSTON, HUMPHREYS, LAWRENCE, LEWIS, LINCOLN,
MACON, MARSHALL, MAURY, MONTGOMERY, MOORE, PERRY, ROBERTSON, RUTHERFORD, SMITH, STEWART, SUMNER, TROUSDALE,
WAYNE, WILLIAMSON, AND WILSON",CNV039,MAINTENANCE,BEDFORD,20210205,Maintenance,False
CNS092,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"BRADLEY, HAMILTON, MCMINN, MEIGS, POLK, AND RHEA",CNS092,MAINTENANCE,HAMILTON,20180209,Maintenance,False
CNQ062,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"CAMPBELL, CARTER, GREENE, HAMBLEN, HANCOCK, HAWKINS, JEFFERSON, JOHNSON, KNOX, SULLIVAN, UNICOI, AND
WASHINGTON",CNQ062,MAINTENANCE,CAMPBELL,20160212,Maintenance,False
CNV042,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"BENTON, CARROLL, CHESTER, CROCKETT, DECATUR, DYER, FAYETTE, GIBSON, HARDEMAN, HARDIN, HAYWOOD,
HENDERSON, HENRY, LAKE, LAUDERDALE, MADISON, MCNAIRY, OBION, SHELBY, TIPTON, AND WEAKLEY",CNV042,MAINTENANCE,BENTON,20210205,Maintenance,False
CNS091,Pavement Marking,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,"BLEDSOE, BRADLEY, CANNON, COFFEE, CUMBERLAND, DEKALB, FENTRESS, FRANKLIN, GRUNDY, HAMILTON, JACKSON,
MARION, MCMINN, MEIGS, OVERTON, PICKETT, POLK, PUTNAM, RHEA, SCOTT, SEQUATCHIE, VAN BUREN, WARREN, AND WHITE",CNS091,MAINTENANCE,BLEDSOE,20180209,Maintenance,False
CNQ053,Pavement Marking,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,"CHESTER, CROCKETT, DECATUR, FAYETTE, HARDEMAN, HARDIN, HAYWOOD, HENDERSON, LAUDERDALE, MADISON,
MCNAIRY, SHELBY, AND TIPTON",CNQ053,MAINTENANCE,CHESTER,20160212,Maintenance,False
CNZ062,Pavement Marking,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,"BENTON, CARROLL, DYER, GIBSON, HENRY, LAKE, OBION, AND WEAKLEY",CNZ062,MAINTENANCE,BENTON,20250207,Maintenance,False
CNN346,Pavement Marking,THE REMOVAL AND REPLACEMENT OF HOV MARKINGS ON VARIOUS INTERSTATE ROUTES.,SHELBY,CNN346,MAINTENANCE,SHELBY,20141017,Maintenance,False
CNQ064,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"CLAY, CUMBERLAND, DEKALB, FENTRESS, JACKSON, OVERTON, PICKETT, PUTNAM, AND WHITE",CNQ064,MAINTENANCE,CLAY,20160212,Maintenance,False
CNX051,Pavement Marking,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,"BEDFORD, CHEATHAM, DICKSON, GILES, HICKMAN, HOUSTON, HUMPHREYS, LAWRENCE, LEWIS, LINCOLN, MACON,
MARSHALL, MAURY, MONTGOMERY, MOORE, PERRY, ROBERTSON, RUTHERFORD, SMITH, STEWART, SUMNER, TROUSDALE, WAYNE,
WILLIAMSON, AND WILSON",CNX051,MAINTENANCE,BEDFORD,20230210,Maintenance,False
CNS053,Pavement Marking,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,"BEDFORD, CHEATHAM, DICKSON, GILES, HICKMAN, HUMPHREYS, LAWRENCE, LEWIS, LINCOLN, MACON, MARSHALL, MAURY,
MONTGOMERY, MOORE, PERRY, ROBERTSON, RUTHERFORD, SMITH, STEWART, SUMNER, TROUSDALE, WAYNE, WILLIAMSON, AND
WILSON",CNS053,MAINTENANCE,BEDFORD,20180209,Maintenance,False
CNS055,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"BEDFORD, CHEATHAM, DAVIDSON, DICKSON, GILES, HICKMAN, HUMPHREYS, LAWRENCE, LEWIS, LINCOLN, MACON,
MARSHALL, MAURY, MONTGOMERY, PERRY, ROBERTSON, RUTHERFORD, SMITH, STEWART, SUMNER, TROUSDALE, WILLIAMSON, AND
WILSON",CNS055,MAINTENANCE,BEDFORD,20180209,Maintenance,False
CNW057,Pavement Marking,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,"BLEDSOE, BRADLEY, CANNON, CLAY, COFFEE, CUMBERLAND, DEKALB, FENTRESS, FRANKLIN, GRUNDY, HAMILTON, JACKSON,
MARION, MCMINN, MEIGS, OVERTON, PICKETT, POLK, PUTNAM, RHEA, SEQUATCHIE, VAN BUREN, WARREN, AND WHITE",CNW057,MAINTENANCE,BLEDSOE,20220211,Maintenance,False
CNV037,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"BLEDSOE, BRADLEY, CANNON, CLAY, COFFEE, CUMBERLAND, DEKALB, FENTRESS, FRANKLIN, GRUNDY, HAMILTON, JACKSON,
MARION, MCMINN, MEIGS, OVERTON, PICKETT, POLK, PUTNAM, RHEA, SEQUATCHIE, VAN BUREN, WARREN, AND WHITE",CNV037,MAINTENANCE,BLEDSOE,20210205,Maintenance,False
CNV038,Pavement Marking,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,"BLEDSOE, BRADLEY, CANNON, CLAY, COFFEE, CUMBERLAND, DEKALB, FENTRESS, FRANKLIN, GRUNDY, HAMILTON, JACKSON,
MARION, MCMINN, MEIGS, OVERTON, PICKETT, POLK, PUTNAM, RHEA, SEQUATCHIE, VAN BUREN, WARREN, AND WHITE",CNV038,MAINTENANCE,BLEDSOE,20210205,Maintenance,False
CNQ055,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"BEDFORD, CHEATHAM, DAVIDSON, DICKSON, GILES, HICKMAN, HUMPHREYS, LAWRENCE, LINCOLN, MACON, MARSHALL,
MAURY, MONTGOMERY, PERRY, ROBERTSON, RUTHERFORD, SMITH, STEWART, SUMNER, TROUSDALE, WAYNE, WILLIAMSON, AND
WILSON",CNQ055,MAINTENANCE,BEDFORD,20160212,Maintenance,False
CNZ056,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"BEDFORD, CHEATHAM, DAVIDSON, DICKSON, GILES, HICKMAN, HOUSTON, HUMPHREYS, LAWRENCE, LEWIS, LINCOLN,
MACON, MARSHALL, MAURY, MONTGOMERY, MOORE, PERRY, ROBERTSON, RUTHERFORD, SMITH, STEWART, SUMNER, TROUSDALE,
WAYNE, WILLIAMSON, AND WILSON",CNZ056,MAINTENANCE,BEDFORD,20250207,Maintenance,False
CNZ057,Pavement Marking,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,"BEDFORD, CHEATHAM, DAVIDSON, DICKSON, GILES, HICKMAN, HOUSTON, HUMPHREYS, LAWRENCE, LEWIS, LINCOLN,
MACON, MARSHALL, MAURY, MONTGOMERY, MOORE, PERRY, ROBERTSON, RUTHERFORD, SMITH, STEWART, SUMNER, TROUSDALE,
WAYNE, WILLIAMSON, AND WILSON",CNZ057,MAINTENANCE,BEDFORD,20250207,Maintenance,False
CNR053,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"CLAY, CUMBERLAND, DEKALB, FENTRESS, JACKSON, OVERTON, PICKETT, PUTNAM, AND WHITE",CNR053,MAINTENANCE,CLAY,20170210,Maintenance,False
CNR034,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"CHEATHAM, DAVIDSON, LAWRENCE, LEWIS, LINCOLN, MAURY, MONTGOMERY, PERRY, ROBERTSON, RUTHERFORD,
SUMNER, WILLIAMSON, AND WILSON",CNR034,MAINTENANCE,CHEATHAM,20170210,Maintenance,False
CNW065,Pavement Marking,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,"BENTON, CARROLL, DYER, GIBSON, HENRY, LAKE, OBION, AND WEAKLEY",CNW065,MAINTENANCE,BENTON,20220211,Maintenance,False
CNQ056,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"DYER, OBION, AND SHELBY",CNQ056,MAINTENANCE,DYER,20160212,Maintenance,False
CNR051,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"CAMPBELL, CARTER, GREENE, HAMBLEN, HANCOCK, HAWKINS, JEFFERSON, JOHNSON, KNOX, SULLIVAN, UNICOI, AND
WASHINGTON",CNR051,MAINTENANCE,CAMPBELL,20170210,Maintenance,False
CNR058,Pavement Marking,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,"BLEDSOE, BRADLEY, CANNON, CLAY, COFFEE, CUMBERLAND, DEKALB, FENTRESS, GRUNDY, HAMILTON, JACKSON, MARION,
MCMINN, MEIGS, OVERTON, PICKETT, POLK, PUTNAM, RHEA, SCOTT, SEQUATCHIE, VAN BUREN, AND WHITE",CNR058,MAINTENANCE,BLEDSOE,20170210,Maintenance,False
CNU036,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"ANDERSON, BLOUNT, CAMPBELL, CARTER, CLAIBORNE, COCKE, GRAINGER, HAMBLEN, HANCOCK, HAWKINS, JEFFERSON,
JOHNSON, KNOX, LOUDON, MONROE, MORGAN, ROANE, SCOTT, SEVIER, SULLIVAN, UNICOI, UNION, AND WASHINGTON",CNU036,MAINTENANCE,ANDERSON,20200207,Maintenance,False
CNR020,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"BENTON, CARROLL, CROCKETT, DECATUR, DYER, FAYETTE, GIBSON, HAYWOOD, HENDERSON, LAUDERDALE, MADISON, AND
TIPTON",CNR020,MAINTENANCE,BENTON,20170210,Maintenance,False
CNN088,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"ANDERSON, BLOUNT, CAMPBELL, CLAIBORNE, COCKE, GREENE, LOUDON, MONROE, MORGAN, ROANE, SCOTT, SEVIER,
SULLIVAN, UNICOI, AND WASHINGTON",CNN088,MAINTENANCE,ANDERSON,20140214,Maintenance,False
CNS029,Pavement Marking,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,"CHESTER, CROCKETT, DECATUR, FAYETTE, HARDEMAN, HARDIN, HAYWOOD, HENDERSON, LAUDERDALE, MCNAIRY,
SHELBY, AND TIPTON",CNS029,MAINTENANCE,CHESTER,20180209,Maintenance,False
CNP023,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"BRADLEY, COFFEE, FRANKLIN, GRUNDY, HAMILTON, MCMINN, AND POLK",CNP023,MAINTENANCE,BRADLEY,20150213,Maintenance,False
CNX065,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"BENTON, CARROLL, CROCKETT, DECATUR, DYER, FAYETTE, GIBSON, HAYWOOD, HENDERSON, LAUDERDALE, MADISON, AND
TIPTON",CNX065,MAINTENANCE,BENTON,20230210,Maintenance,False
CNX056,Pavement Marking,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,"ANDERSON, BLOUNT, CAMPBELL, CARTER, CLAIBORNE, COCKE, GRAINGER, GREENE, HAMBLEN, HANCOCK, HAWKINS,
JEFFERSON, JOHNSON, KNOX, LOUDON, MONROE, MORGAN, ROANE, SCOTT, SEVIER, SULLIVAN, UNICOI, UNION, AND WASHINGTON",CNX056,MAINTENANCE,ANDERSON,20230210,Maintenance,False
CNT923,Pavement Marking,99555130319 THE AIRFIELD PAVEMENT AND MARKING MAINTENANCE AT VARIOUS AIRPORTS.,"CARROLL, DICKSON, DYER, HARDEMAN, HENDERSON, HENRY, HICKMAN, HOUSTON, HUMPHREYS, LEWIS, MADISON,
MCNAIRY, OBION, PERRY, SHELBY, AND WAYNE",CNT923,"Beech River Regional Airport, PVE, Carroll County Airport, HZD, Centerville Municipal Airport, GHM, Charles W Baker Airport, 2M8, Dickson Municipal Airport, M02, Dyersburg Regional Airport, DYR, Everett Stewart Regional Airport, UCY, General Dewitt Spain Airport, M01, Hassell Field Airport, M29, Henry County Airport, PHT, Houston County Airport, M93, Humphreys County Airport, 0M5, John A Baker Field Airport, 0M3, McKellar-Sipes Regional Airport, MKL, Millington-Memphis Airport, NQA, Perry County Airport, M15, Robert Sibley Airport, SZY, William L Whitehurst Field Airport, M08",HARDEMAN,20190809,Other,False
CNT052,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"FAYETTE, HARDEMAN, HARDIN, MCNAIRY, AND SHELBY",CNT052,MAINTENANCE,FAYETTE,20190208,Maintenance,False
CNY052,Pavement Marking,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,"ANDERSON, CAMPBELL, CARTER, COCKE, GRAINGER, GREENE, HAMBLEN, HAWKINS, JOHNSON, MONROE, MORGAN, SCOTT,
SEVIER, SULLIVAN, AND UNICOI",CNY052,MAINTENANCE,ANDERSON,20240322,Maintenance,False
CNU901,Pavement Marking,THE ADDITION OF HIGH FRICTION SURFACE TREATMENT (HFST) AND PAVEMENT MARKINGS ON VARIOUS INTERSTATE RAMPS.,KNOX AND LOUDON,CNU901,MAINTENANCE,KNOX,20200207,Maintenance,False
CNN087,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"COFFEE, GRUNDY, HAMILTON, AND MARION",CNN087,MAINTENANCE,COFFEE,20140214,Maintenance,False
CNX059,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"ANDERSON, BLOUNT, CAMPBELL, CLAIBORNE, COCKE, GREENE, KNOX, LOUDON, MONROE, MORGAN, ROANE, SCOTT,
SEVIER, SULLIVAN, AND WASHINGTON",CNX059,MAINTENANCE,ANDERSON,20230210,Maintenance,False
CNP084,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"CHEATHAM, DAVIDSON, DICKSON, GILES, HICKMAN, LAWRENCE, LEWIS, LINCOLN, MAURY, MONTGOMERY, PERRY,
ROBERTSON, RUTHERFORD, SMITH, SUMNER, WAYNE, WILLIAMSON, AND WILSON",CNP084,MAINTENANCE,CHEATHAM,20150213,Maintenance,False
CNQ314,Pavement Marking,THE ADDITION OF HIGH FRICTION SURFACE TREATMENT AND MISCELLANEOUS PAVEMENT MARKINGS ON VARIOUS STATE ROUTES.,"ANDERSON, BLOUNT, CARTER, CLAIBORNE, COCKE, GREENE, JEFFERSON, KNOX, LOUDON, MONROE, SEVIER, SULLIVAN,
AND WASHINGTON",CNQ314,ROADWAY,ANDERSON,20161007,Roadway,False
CNN067,Pavement Marking,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,"CHESTER, CROCKETT, FAYETTE, HARDEMAN, HARDIN, HAYWOOD, HENDERSON, LAUDERDALE, MADISON, MCNAIRY, SHELBY,
AND TIPTON",CNN067,MAINTENANCE,CROCKETT,20140214,Maintenance,False
CNY059,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"BRADLEY, HAMILTON, MCMINN, MEIGS, POLK, AND RHEA",CNY059,MAINTENANCE,BRADLEY,20240322,Maintenance,False
CNY051,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"ANDERSON, CAMPBELL, COCKE, GRAINGER, GREENE, HAMBLEN, JEFFERSON, KNOX, LOUDON, AND UNION",CNY051,MAINTENANCE,ANDERSON,20240322,Maintenance,False
CNY049,Pavement Marking,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,"CHESTER, CROCKETT, DECATUR, HARDEMAN, HARDIN, HAYWOOD, HENDERSON, MADISON, AND MCNAIRY",CNY049,MAINTENANCE,CHESTER,20240322,Maintenance,False
CNN077,Pavement Marking,THE RETRACING OF PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,"BLEDSOE, BRADLEY, COFFEE, DEKALB, FRANKLIN, GRUNDY, HAMILTON, JACKSON, MARION, MCMINN, MEIGS, PUTNAM,
SEQUATCHIE, VAN BUREN, AND WARREN",CNN077,MAINTENANCE,BLEDSOE,20140214,Maintenance,False
CNZ048,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"HAMBLEN, HANCOCK, HAWKINS, JEFFERSON, KNOX, MONROE, SULLIVAN, AND UNICOI",CNZ048,MAINTENANCE,HAMBLEN,20250207,Maintenance,False
CNP089,Pavement Marking,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,"BENTON, CARROLL, DYER, GIBSON, HENRY, LAKE, OBION, AND WEAKLEY",CNP089,MAINTENANCE,BENTON,20150213,Maintenance,False
CNY048,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"CHESTER, DECATUR, FAYETTE, HENDERSON, MADISON, AND SHELBY",CNY048,MAINTENANCE,CHESTER,20240322,Maintenance,False
CNU021,Pavement Marking,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,"ANDERSON, BLOUNT, CAMPBELL, CARTER, CLAIBORNE, COCKE, GRAINGER, GREENE, HAMBLEN, HANCOCK, HAWKINS,
JEFFERSON, JOHNSON, KNOX, LOUDON, MONROE, MORGAN, ROANE, SCOTT, SEVIER, SULLIVAN, UNICOI, UNION, AND WASHINGTON",CNU021,MAINTENANCE,ANDERSON,20200207,Maintenance,False
CNP022,Pavement Marking,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,"BLEDSOE, BRADLEY, CANNON, CLAY, COFFEE, CUMBERLAND, FENTRESS, GRUNDY, HAMILTON, JACKSON, MARION, MEIGS,
OVERTON, PICKETT, POLK, SEQUATCHIE, VAN BUREN, AND WARREN",CNP022,MAINTENANCE,BLEDSOE,20150213,Maintenance,False
CNX048,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"CHEATHAM, DAVIDSON, DICKSON, GILES, HICKMAN, HOUSTON, HUMPHREYS, LAWRENCE, LEWIS, LINCOLN, MACON,
MARSHALL, MONTGOMERY, ROBERTSON, RUTHERFORD, SMITH, STEWART, SUMNER, TROUSDALE, WILLIAMSON, AND WILSON",CNX048,MAINTENANCE,CHEATHAM,20230210,Maintenance,False
CNT051,Pavement Marking,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS STATE ROUTES.,"BENTON, CARROLL, DYER, GIBSON, HENRY, LAKE, OBION, AND WEAKLEY",CNT051,MAINTENANCE,BENTON,20190208,Maintenance,False
CNT045,Pavement Marking,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS STATE ROUTES.,"BLEDSOE, BRADLEY, CANNON, CLAY, COFFEE, CUMBERLAND, DEKALB, FENTRESS, FRANKLIN, GRUNDY, HAMILTON, JACKSON,
MARION, MCMINN, MEIGS, OVERTON, PICKETT, POLK, PUTNAM, RHEA, SEQUATCHIE, VAN BUREN, WARREN, AND WHITE",CNT045,MAINTENANCE,BLEDSOE,20190208,Maintenance,False
CNT044,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"BLOUNT, CAMPBELL, CARTER, GREENE, HAMBLEN, HANCOCK, HAWKINS, JEFFERSON, JOHNSON, KNOX, SULLIVAN, UNICOI,
AND WASHINGTON",CNT044,MAINTENANCE,BLOUNT,20190208,Maintenance,False
CNY046,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"BEDFORD, DAVIDSON, DICKSON, GILES, HUMPHREYS, LAWRENCE, LEWIS, LINCOLN, MACON, MARSHALL, MAURY, MOORE,
PERRY, ROBERTSON, RUTHERFORD, SUMNER, TROUSDALE, WILLIAMSON, AND WILSON",CNY046,MAINTENANCE,BEDFORD,20240322,Maintenance,False
CNY058,Pavement Marking,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,"BLEDSOE, COFFEE, DEKALB, FENTRESS, GRUNDY, HAMILTON, JACKSON, MARION, PICKETT, POLK, PUTNAM, AND WARREN",CNY058,MAINTENANCE,BLEDSOE,20240322,Maintenance,False
CNN068,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"BENTON, CARROLL, DECATUR, HAYWOOD, HENDERSON, HENRY, MADISON, AND WEAKLEY",CNN068,MAINTENANCE,BENTON,20140214,Maintenance,False
CNP085,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"ANDERSON, COCKE, GRAINGER, HAMBLEN, JEFFERSON, KNOX, SEVIER, AND UNION",CNP085,MAINTENANCE,ANDERSON,20150213,Maintenance,False
CNP088,Pavement Marking,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,"ANDERSON, BLOUNT, CAMPBELL, CARTER, CLAIBORNE, COCKE, GREENE, HAMBLEN, HANCOCK, HAWKINS, JEFFERSON,
JOHNSON, KNOX, LOUDON, MONROE, MORGAN, ROANE, SCOTT, SEVIER, SULLIVAN, UNICOI, UNION, AND WASHINGTON",CNP088,MAINTENANCE,ANDERSON,20150213,Maintenance,False
CNX066,Pavement Marking,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,"FAYETTE, LAUDERDALE, SHELBY, AND TIPTON",CNX066,MAINTENANCE,FAYETTE,20230210,Maintenance,False
CNP087,Pavement Marking,THE RETRACING OF PAINTED PAVEMENT MARKING LINES ON VARIOUS INTERSTATE AND STATE ROUTES.,"BEDFORD, CHEATHAM, DAVIDSON, DICKSON, GILES, HICKMAN, HOUSTON, HUMPHREYS, LAWRENCE, LEWIS, LINCOLN,
MACON, MARSHALL, MAURY, MONTGOMERY, MOORE, PERRY, ROBERTSON, RUTHERFORD, STEWART, SUMNER, TROUSDALE, WAYNE,
WILLIAMSON, AND WILSON",CNP087,MAINTENANCE,BEDFORD,20150213,Maintenance,False
CNT049,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"CHEATHAM, DAVIDSON, GILES, HICKMAN, HUMPHREYS, LAWRENCE, LEWIS, LINCOLN, MARSHALL, MAURY, MONTGOMERY,
MOORE, ROBERTSON, RUTHERFORD, SUMNER, WILLIAMSON, AND WILSON",CNT049,MAINTENANCE,CHEATHAM,20190208,Maintenance,False
CNZ061,Pavement Marking,THE RELENSING OF SNOWPLOWABLE PAVEMENT MARKERS ON VARIOUS INTERSTATE AND STATE ROUTES.,"FAYETTE, HARDEMAN, HARDIN, MCNAIRY, AND SHELBY",CNZ061,MAINTENANCE,FAYETTE,20250207,Maintenance,False
