contract_number,county,num_counties,multi_county,work_type,project_description,project_length,project_length_unit,has_grading,has_drainage,has_bridge,has_retaining_wall,has_signals,has_guardrail,has_milling,has_widening,is_interstate,is_us_route,is_state_route
CNN328,MADISON,1,False,Resurfacing,THE RESURFACING USING OGFC ON I-40 FROM WEST OF LOWER BROWNSVILLE ROAD (L.M. 7.15) TO WEST OF U.S. 412 (S.R. 20) (L.M. 11.75).,4.6,MILES,False,False,False,False,False,False,False,False,True,True,True
CNX222,CARTER,1,False,Resurfacing,THE RESURFACING ON S.R. 143 FROM NEAR ROANE MOUNTAIN STATE PARK (L.M. 7.55) TO U.S. 19E (S.R. 37) (L.M. 12.64).,5.09,MILES,False,False,False,False,False,False,False,False,False,False,True
CNX232,BRADLEY AND POLK,2,True,Resurfacing,"HSIP-313(6),06S313-F3-002,HSIP-313(7),70S313-F3-002,n/a,06S313-M8- 002,70S313-M8-002 THE RESURFACING ON S.R. 313 FROM S.R. 74 (L.M. 0.00) IN BRADLEY COUNTY TO U.S. 411 (S.R. 33) (L.M. 1.78) IN POLK COUNTY.",7.79,MILES,False,False,False,False,False,False,False,False,False,True,True
CNN327,RUTHERFORD,1,False,Resurfacing,THE RESURFACING USING OGFC ON I-24 FROM EAST OF S.R. 840 (L.M. 11.90) TO STONES RIVER BRIDGE (L.M. 15.52).,3.62,MILES,False,False,True,False,False,False,False,False,True,False,True
CNX265,GILES,1,False,Resurfacing,THE RESURFACING ON S.R. 11 FROM THE ALABAMA STATE LINE (L.M. 0.00) TO NORTH OF CHARLIE DAVIS ROAD (L.M. 7.08).,7.08,MILES,False,False,False,False,False,False,False,False,False,False,True
CNX218,GIBSON,1,False,Resurfacing,"THE RESURFACING ON U.S. 45W (S.R. 5) FROM L.M. 9.02 TO L.M. 9.16, AND FROM NEAR S.R. 367 (L.M. 11.64) TO NEAR S.R. 367 (L.M. 17.17).",5.67,MILES,False,False,False,False,False,False,False,False,False,False,True
CNX193,HARDEMAN,1,False,Resurfacing,"125(23),35S125-F3-004,35S125-F8-004,35S125-M3-005,STP-57(77),35005-8252- 14 THE RESURFACING ON S.R. 125 FROM S.R. 57 (L.M. 3.21) TO S.R. 18 (L.M. 19.73), INCLUDING BRIDGE EXPANSION JOINT REPAIRS AND THIN EPOXY OVERLAY, AND ON S.R. 57 FROM L.M. 11.24 TO L.M. 11.38.",16.66,MILES,False,False,True,False,False,False,False,False,False,False,True
CNX169,GREENE AND HAMBLEN,2,True,Resurfacing,THE RESURFACING ON S.R. 348 FROM S.R. 340 (L.M. 0.00) TO U.S. 11E (S.R. 34) (L.M. 12.07) AND S.R. 340 FROM THE GREENE COUNTY LINE (L.M. 0.00) TO S.R. 113 (SILVER CITY ROAD) (L.M. 2.26).,14.33,MILES,False,False,False,False,False,False,False,False,False,False,True
CNX196,GREENE,1,False,Resurfacing,"THE RESURFACING ON S.R. 70 FROM NEAR ALLEN BRIDGE ROAD (L.M. 9.98) TO U.S. 11E (U.S. 321, S.R. 34) (L.M. 16.47).",6.49,MILES,False,False,True,False,False,False,False,False,False,True,True
CNX162,CAMPBELL,1,False,Resurfacing,THE RESURFACING ON S.R. 297 FROM NEAR ELK FORK ROAD (L.M. 5.47) TO NEAR LOWWOOD LANE (L.M. 11.54).,6.07,MILES,False,False,False,False,False,False,False,False,False,False,True
CNX132,BRADLEY,1,False,Resurfacing,"40(43),06006-3235-94,06006-8235-14,STP/HSIP-74(12),06010-3229-94,06S074- F8-002,STP-NH/HSIP-311(33),06007-3246-94,06S311-F8-002 THE RESURFACING ON U.S. 11 (U.S. 64, S.R. 2), U.S. 64 (S.R. 40), S.R. 74 AND S.R. 311.",6.07,MILES,False,False,False,False,False,False,False,False,False,True,True
CNX084,BLOUNT,1,False,Resurfacing,"002,05S162-F8-002 THE RESURFACING ON S.R. 162 FROM NEAR U.S. 129 (S.R. 115) (L.M. 0.00) TO NEAR S.R. 33 (L.M. 2.54) AND ON S.R. 335 FROM S.R. 334 (L.M. 6.33) TO S.R. 33 (L.M. 10.49).",6.7,MILES,False,False,False,False,False,False,False,False,False,True,True
CNX207,ANDERSON,1,False,Resurfacing,THE RESURFACING ON S.R. 95 FROM NEAR S.R. 62 (L.M. 3.25) TO NEAR S.R. 61 (L.M. 8.72).,5.47,MILES,False,False,False,False,False,False,False,False,False,False,True
CNP278,BRADLEY AND MCMINN,2,True,Resurfacing,THE RESURFACING ON I-75 FROM NORTH OF HOOVER GAP ROAD OVERHEAD BRIDGES IN BRADLEY COUNTY (L.M. 15.35) TO SOUTH OF THE BRIDGE OVER COUNTY ROAD 50 IN MCMINN COUNTY (L.M. 4.03).,7.99,MILES,False,False,True,False,False,False,False,False,True,False,False
CNX209,ANDERSON,1,False,Resurfacing,THE RESURFACING ON U.S. 25W (S.R. 9) FROM NEAR LONGMIRE ROAD (L.M. 9.04) TO NEAR LYNWOOD STREET (L.M. 12.00).,2.58,MILES,False,False,False,False,False,False,False,False,False,False,True
CNP299,CUMBERLAND,1,False,Resurfacing,"THE RESURFACING ON I-40 FROM THE OBED RIVER (L.M. 13.54) TO EAST OF S.R. 101 (L.M. 18.05), INCLUDING BRIDGE DECK REPAIR.",4.51,MILES,False,False,True,False,False,False,False,False,True,False,True
CNP285,DAVIDSON,1,False,Resurfacing,"THE RESURFACING ON I-24 FROM THE I-65 SPLIT TO WEST OF SPRING STREET, AND ON I-65 FROM THE CUMBERLAND RIVER BRIDGE TO TRINITY LANE, INCLUDING BRIDGE DECK REPAIR.",2.5,MILES,False,False,True,False,False,False,False,False,True,False,False
CNX254,WEAKLEY,1,False,Resurfacing,THE RESURFACING ON S.R. 431 FROM CENTRAL STREET (L.M. 3.06) TO THE OBION COUNTY LINE (L.M. 9.42).,6.36,MILES,False,False,False,False,False,False,False,False,False,False,True
CNX233,WAYNE,1,False,Resurfacing,THE RESURFACING ON S.R. 203 FROM THE HARDIN COUNTY LINE (L.M. 0.00) TO WEST OF CROMWELL RIDGE ROAD (L.M. 7.00).,7.0,MILES,False,False,False,False,False,False,False,False,False,False,True
CNX236,BUREN,1,False,Resurfacing,THE RESURFACING ON S.R. 285 FROM S.R. 30 (L.M. 7.29) TO THE BLEDSOE COUNTY LINE (L.M. 16.26).,8.97,MILES,False,False,False,False,False,False,False,False,False,False,True
CNX214,SHELBY,1,False,Resurfacing,"THE RESURFACING ON S.R. 175 FROM NEAR U.S. 78 (S.R. 4, LAMAR AVENUE) (L.M. 12.00) TO EAST OF RIVERDALE ROAD (L.M. 15.77).",3.77,MILES,False,False,False,False,False,False,False,False,False,True,True
CNX252,RUTHERFORD,1,False,Resurfacing,"THE RESURFACING ON S.R. 96 FROM S.R. 268 (L.M. 16.73) TO S.R. 266 (L.M. 20.51), INCLUDING BRIDGE EXPANSION JOINT REPAIRS.",3.78,MILES,False,False,True,False,False,False,False,False,False,False,True
CNP292,GREENE,1,False,Resurfacing,"THE RESURFACING ON I-81 FROM THE HAMBLEN COUNTY LINE (L.M. 0.00) TO NORTH OF U.S. 11E (S.R. 34) (L.M. 6.00), INCLUDING BRIDGE DECK REPAIR.",6.0,MILES,False,False,True,False,False,False,False,False,True,False,True
CNP297,MAURY,1,False,Resurfacing,"THE RESURFACING ON I-65 FROM NORTH OF S.R. 99 (L.M. 11.04) TO THE WILLIAMSON COUNTY LINE (L.M. 17.68), INCLUDING BRIDGE DECK REPAIR.",6.64,MILES,False,False,True,False,False,False,False,False,True,False,True
CNX392,LOUDON,1,False,Resurfacing,THE RESURFACING ON I-75 FROM THE MONROE COUNTY LINE (L.M. 0.00) TO NEAR THE TENNESSEE RIVER BRIDGE (L.M. 7.86).,7.86,MILES,False,False,True,False,False,False,False,False,True,False,False
CNP300,SHELBY,1,False,Resurfacing,THE RESURFACING ON I-40 FROM WEST OF SYCAMORE VIEW (L.M. 15.54) TO WEST OF DAVIES PLANTATION ROAD (L.M. 22.98).,7.44,MILES,False,False,False,False,False,False,False,False,True,False,False
CNX195,"GRAINGER, KNOX, AND UNION",3,True,Resurfacing,"29S061-M8-002,87S061-M8-002,n/a,47S061-M8-002 THE RESURFACING ON S.R. 61 FROM NEAR S.R. 131 (L.M. 15.65) IN UNION COUNTY, THROUGH KNOX COUNTY TO U.S. 11W (S.R. 1) (L.M. 1.64) IN GRAINGER COUNTY.",6.29,MILES,False,False,False,False,False,False,False,False,False,False,True
CNX235,HAMILTON,1,False,Resurfacing,THE RESURFACING ON S.R. 312 FROM S.R. 60 (L.M. 0.00) TO SOUTH OF HENRY ROAD (L.M. 6.85).,6.85,MILES,False,False,False,False,False,False,False,False,False,False,True
CNX238,HAMILTON,1,False,Resurfacing,THE RESURFACING ON U.S. 27 (S.R. 29) FROM NORTH OF MORRISON SPRINGS ROAD (L.M. 6.06) TO NORTH OF S.R. 153 (L.M. 11.55).,5.49,MILES,False,False,False,False,False,False,False,False,False,True,True
CNX237,FRANKLIN,1,False,Resurfacing,"THE RESURFACING ON U.S. 41A (S.R. 16) FROM SOUTH OF S.R. 50 (L.M. 11.33) TO U.S. 64 (U.S. 41A, S.R. 15) (L.M. 12.95).",1.62,MILES,False,False,False,False,False,False,False,False,False,True,True
CNX224,HANCOCK,1,False,Resurfacing,THE RESURFACING ON S.R. 63 FROM THE CLAIBORNE COUNTY LINE (L.M. 0.00) TO NEAR MULBERRY GAP ROAD (L.M. 10.90).,10.9,MILES,False,False,False,False,False,False,False,False,False,False,True
CNX256,HAWKINS,1,False,Resurfacing,"THE RESURFACING ON A S.I.A. ROUTE SERVING SYMMCO, ON PHIPPS BEND ROAD FROM U.S. 11W (S.R. 1) TO RIVER ROAD.",1.89,MILES,False,False,False,False,False,False,False,False,False,False,True
CNX250,HAYWOOD,1,False,Resurfacing,THE RESURFACING ON I-40 FROM NEAR S.R. 19 (L.M. 16.64) TO NEAR HAWKINS LANE (L.M. 23.89).,7.25,MILES,False,False,False,False,False,False,False,False,True,False,True
CNX245,MCMINN AND MEIGS,2,True,Resurfacing,THE RESURFACING ON S.R. 305 FROM NEAR I-75 (L.M. 4.89) IN MCMINN COUNTY TO SOUTH OF S.R. 68 (L.M. 1.27) IN MEIGS COUNTY.,8.85,MILES,False,False,False,False,False,False,False,False,True,False,True
CNX243,MEIGS,1,False,Resurfacing,THE RESURFACING ON S.R. 304 FROM S.R. 58 (L.M. 0.00) TO NEAR S.R. 68 (L.M. 8.78).,8.78,MILES,False,False,False,False,False,False,False,False,False,False,True
CNX244,PUTNAM,1,False,Resurfacing,THE RESURFACING ON S.R. 96 FROM U.S. 70N (S.R. 24) (L.M. 0.04) TO THE JACKSON COUNTY LINE (L.M. 6.53).,6.49,MILES,False,False,False,False,False,False,False,False,False,False,True
CNX219,RHEA,1,False,Resurfacing,"THE RESURFACING ON U.S. 27 (S.R. 29) FROM NORTH OF PAYNE LANE (L.M. 11.03) TO NEAR BRADLEY STREET (L.M. 14.56), INCLUDING BRIDGE EXPANSION JOINT REPAIR.",3.53,MILES,False,False,True,False,False,False,False,False,False,True,True
CNP293,KNOX,1,False,Resurfacing,"THE RESURFACING ON I-40 FROM EAST OF PAPERMILL ROAD (L.M. 14.25) TO EAST OF THE I-75 RAMP (L.M. 16.10), INCLUDING BRIDGE DECK REPAIR.",1.85,MILES,False,False,True,False,False,False,False,False,True,False,False
CNP158,OVERTON,1,False,Resurfacing,THE RESURFACING ON S.R. 52 FROM EAST OF THE CLAY COUNTY LINE (L.M. 0.32) TO THOMPSON CIRCLE (L.M. 3.37).,3.05,MILES,False,False,False,False,False,False,False,False,False,False,True
CNP104,HUMPHREYS,1,False,Resurfacing,THE RESURFACING ON U.S. 70 (S.R. 1) FROM WEST OF POWELL AVENUE (L.M. 15.00) TO WEST OF WINDY HILLS LANE (L.M. 20.20).,5.18,MILES,False,False,False,False,False,False,False,False,False,True,True
CNN305,COFFEE,1,False,Resurfacing,THE RESURFACING USING OGFC ON I-24 FROM NEAR AEDC ROAD (L.M. 20.81) TO THE BRIDGE OVER BETSY WILLIS CREEK (L.M. 28.96).,8.21,MILES,False,False,True,False,False,False,False,False,True,False,False
CNP174,LOUDON,1,False,Resurfacing,THE RESURFACING ON U.S. 11 (S.R. 2) FROM THE MONROE COUNTY LINE (L.M. 0.00) TO EAST OF HATTLEY DRIVE (L.M. 10.10).,9.54,MILES,False,False,False,False,False,False,False,False,False,True,True
CNX377,WILSON,1,False,Resurfacing,THE RESURFACING ON I-840 FROM NORTH OF STEWARTS FERRY PIKE (L.M. 4.80) TO SOUTH OF THE I-40 RAMP (L.M. 10.50).,5.7,MILES,False,False,False,False,False,False,False,False,True,False,False
CNP150,"LAWRENCE, LEWIS, AND MAURY",3,True,Resurfacing,THE RESURFACING ON S.R. 20 FROM THE LEWIS COUNTY LINE (L.M. 0.00) TO U.S. 43 (S.R. 6) IN MAURY COUNTY (L.M. 0.55).,5.43,MILES,False,False,False,False,False,False,False,False,False,True,True
CNP183,LAWRENCE,1,False,Resurfacing,THE RESURFACING ON U.S. 43 (S.R. 6) FROM SOUTH OF ALEXANDER SPRINGS ROAD (L.M. 29.90) TO THE MAURY COUNTY LINE (L.M. 34.93).,4.97,MILES,False,False,False,False,False,False,False,False,False,True,True
CNP178,KNOX,1,False,Resurfacing,THE RESURFACING ON S.R. 131 FROM CEDARDALE LANE (L.M. 3.46) TO HIBBERT LANE (L.M. 4.57).,1.11,MILES,False,False,False,False,False,False,False,False,False,False,True
CNP160,JACKSON AND PUTNAM,2,True,Resurfacing,"THE RESURFACING ON S.R. 291 IN PUTNAM COUNTY FROM S.R. 24 TO S.R. 56, AND ON S.R. 96 FROM S.R. 24 TO S.R. 53 IN JACKSON COUNTY.",10.73,MILES,False,False,False,False,False,False,False,False,False,False,True
CNP202,HENRY,1,False,Resurfacing,"THE RESURFACING ON S.R. 76 FROM SERVICE MASTER DRIVE TO WEST ANTIOCH ROAD, AND ON S.R. 69A FROM THE BENTON COUNTY LINE TO NORTH OF MAYS BRIDGE ROAD.",13.06,MILES,False,False,True,False,False,False,False,False,False,False,True
CNX045,BLOUNT,1,False,Resurfacing,"THE RESURFACING ON U.S. 411 (S.R. 33) FROM THE LOUDON COUNTY LINE (L.M. 0.00) TO U.S. 129 (S.R. 115, CALDERWOOD HIGHWAY) (L.M. 6.09).",6.09,MILES,False,False,False,False,False,False,False,False,False,True,True
CNP042,DAVIDSON,1,False,Resurfacing,"THE RESURFACING ON U.S. 41 (U.S. 70S, S.R. 1) FROM TRANSIT AVENUE (L.M. 20.42) TO THE ENTRANCE OF THE METROPOLITAN NASHVILLE AIRPORT AUTHORITY AREA (L.M. 25.00).",4.02,MILES,False,False,False,False,False,False,False,False,False,True,True
CNP156,HAMILTON AND MEIGS,2,True,Resurfacing,THE RESURFACING ON S.R. 58 FROM SOUTH OF S.R. 60 IN HAMILTON COUNTY (L.M. 25.97) TO NORTH OF S.R. 306 IN MEIGS COUNTY (L.M. 4.59).,4.77,MILES,False,False,False,False,False,False,False,False,False,False,True
CNP176,HAMBLEN,1,False,Resurfacing,THE RESURFACING ON S.R. 344 FROM U.S. 11E (S.R. 34) (L.M. 0.00) TO THE HAWKINS COUNTY LINE (L.M. 5.00).,5.0,MILES,False,False,False,False,False,False,False,False,False,False,True
CNN941,POLK,1,False,Resurfacing,"TN FLAP DOT 40(1),70068-3206-14 THE MISCELLANEOUS SAFETY IMPROVEMENTS INCLUDING RESURFACING ON U.S. 64 (S.R. 40) FROM EAST OF S.R. 314 TO WEST OF S.R. 30, AND FROM EAST OF ROCK CREEK TO EAST OF BRUSH CREEK.",6.52,MILES,False,False,False,False,False,False,False,False,False,True,True
CNP147,CHEATHAM AND ROBERTSON,2,True,Resurfacing,THE RESURFACING ON S.R. 256 FROM S.R. 112 IN CHEATHAM COUNTY (L.M. 0.00) TO NORTH OF SULPHUR FORK CREEK BRIDGE IN ROBERTSON COUNTY (L.M. 6.80).,6.79,MILES,False,False,True,False,False,False,False,False,False,False,True
CNP177,GREENE AND HAWKINS,2,True,Resurfacing,THE RESURFACING ON U.S. 11E (S.R. 34) FROM THE HAMBLEN COUNTY LINE IN HAWKINS COUNTY (L.M. 0.00) TO THE I-81 SOUTHBOUND RAMP IN GREENE COUNTY (L.M. 2.31).,4.47,MILES,False,False,False,False,False,False,False,False,True,False,True
CNX283,CROCKETT,1,False,Resurfacing,"THE RESURFACING WITH HOT IN-PLACE RECYCLING ON U.S. 412 (S.R. 20) FROM BIRMINGHAM/LYONS ROAD (L.M. 8.23) TO U.S. 70 (U.S. 79, S.R. 76) (L.M. 17.64).",9.41,MILES,False,False,False,False,False,False,False,False,False,True,True
CNP155,FENTRESS,1,False,Resurfacing,THE RESURFACING ON S.R. 52 FROM SHIRLEY ROAD (L.M. 22.40) TO THE BRIDGE OVER CLEAR FORK RIVER (L.M. 27.83).,5.43,MILES,False,False,True,False,False,False,False,False,False,False,True
CNP191,DICKSON AND HOUSTON,2,True,Resurfacing,THE RESURFACING ON S.R. 46 FROM UNION ROAD IN DICKSON COUNTY (L.M. 17.76) TO S.R. 49 IN HOUSTON COUNTY (L.M. 2.29).,7.66,MILES,False,False,False,False,False,False,False,False,False,False,True
CNP194,DICKSON,1,False,Resurfacing,THE RESURFACING ON S.R. 250 FROM S.R. 47 (L.M. 0.00) TO THE CHEATHAM COUNTY LINE (L.M. 6.21).,6.09,MILES,False,False,False,False,False,False,False,False,False,False,True
CNX284,DYER,1,False,Resurfacing,THE RESURFACING ON S.R. 104 FROM NEAR VIAR ROAD (L.M. 20.07) TO THE GIBSON COUNTY LINE (L.M. 29.02).,8.95,MILES,False,False,False,False,False,False,False,False,False,False,True
CNX286,DYER,1,False,Resurfacing,THE RESURFACING ON S.R. 181 FROM S.R. 104 (L.M. 11.48) TO THE LAKE COUNTY LINE (L.M. 21.90).,10.42,MILES,False,False,False,False,False,False,False,False,False,False,True
CNP179,DAVIDSON,1,False,Resurfacing,THE RESURFACING ON S.R. 100 FROM THE WILLIAMSON COUNTY LINE (L.M. 0.00) TO TEMPLE ROAD (L.M. 6.05).,5.48,MILES,False,False,False,False,False,False,False,False,False,False,True
CNX287,FAYETTE,1,False,Resurfacing,THE RESURFACING ON S.R. 196 FROM S.R. 193 (L.M. 11.91) TO U.S. 64 (S.R. 15) (L.M. 16.99).,5.08,MILES,False,False,False,False,False,False,False,False,False,True,True
CNP171,COCKE,1,False,Resurfacing,"THE RESURFACING ON S.R. 73 FROM U.S. 321 (S.R. 32) (L.M. 3.10) TO U.S. 25 (U.S. 70, S.R. 9) (L.M. 12.22).",9.12,MILES,False,False,False,False,False,False,False,False,False,True,True
CNX290,LAUDERDALE,1,False,Resurfacing,THE RESURFACING WITH HOT IN-PLACE RECYCLING ON U.S. 51 (S.R. 3) FROM THE TIPTON COUNTY LINE TO S.R. 19 (L.M. 0.00 TO 8.85) AND RESURFACING ON S.R. 19 FROM U.S. 51 (S.R. 3) TO NEAR EASTLAND AVENUE (L.M. 19.09 TO 21.99).,11.75,MILES,False,False,False,False,False,False,False,False,False,True,True
CNX289,LAUDERDALE,1,False,Resurfacing,THE RESURFACING WITH HOT IN-PLACE RECYCLING ON U.S. 51 (S.R. 3) FROM NEAR S.R. 88 (L.M. 20.18) TO THE DYER COUNTY LINE (L.M. 25.00).,4.82,MILES,False,False,False,False,False,False,False,False,False,True,True
CNX298,SHELBY,1,False,Resurfacing,THE RESURFACING ON I-40 FROM NEAR THE WOLF RIVER (L.M. 14.73) TO NEAR SYCAMORE VIEW ROAD (L.M. 16.13).,1.4,MILES,False,False,False,False,False,False,False,False,True,False,False
CNP186,GILES,1,False,Resurfacing,"THE RESURFACING ON S.R. 166 FROM NORTH OF PIGEON ROOST BRIDGE TO SOUTH OF ZUCCARELLO BRANCH BRIDGE, AND FROM STELLA ROAD TO S.R. 11.",13.27,MILES,False,False,True,False,False,False,False,False,False,False,True
CNP196,MACON,1,False,Resurfacing,THE RESURFACING ON S.R. 141 FROM S.R. 52 (L.M. 0.00) TO THE TROUSDALE COUNTY LINE (L.M. 5.57).,5.57,MILES,False,False,False,False,False,False,False,False,False,False,True
CNN337,BENTON,1,False,Resurfacing,THE RESURFACING USING OGFC ON I-40 FROM THE DECATUR COUNTY LINE (L.M. 0.00) TO WEST OF S.R. 191 (L.M. 6.51).,6.51,MILES,False,False,False,False,False,False,False,False,True,False,True
CNP157,MARION,1,False,Resurfacing,THE RESURFACING ON S.R. 108 FROM SOUTH OF FISH BRANCH ROAD (L.M. 4.35) TO COOKSTON ROAD (L.M. 7.62).,3.27,MILES,False,False,False,False,False,False,False,False,False,False,True
CNN311,COCKE,1,False,Resurfacing,THE RESURFACING ON I-40 FROM EAST OF FOOTHILLS PARKWAY (L.M. 13.67) TO THE NORTH CAROLINA STATE LINE (L.M. 21.92).,8.25,MILES,False,False,False,False,False,False,False,False,True,False,False
CNP120,KNOX,1,False,Resurfacing,THE RESURFACING ON S.R. 332 FROM NORTHSHORE HILLS BOULEVARD (L.M. 7.43) TO LYONS VIEW PIKE (L.M. 12.93).,5.5,MILES,False,False,False,False,False,False,False,False,False,False,True
CNP187,OBION,1,False,Resurfacing,THE RESURFACING ON S.R. 89 FROM THE DYER COUNTY LINE (L.M. 0.00) TO THE GIBSON COUNTY LINE (L.M. 8.48).,8.48,MILES,False,False,False,False,False,False,False,False,False,False,True
CNN306,BRADLEY AND HAMILTON,2,True,Resurfacing,THE RESURFACING USING OGFC ON I-75 FROM NORTH OF THE WEIGH STATION EXIT IN HAMILTON COUNTY (L.M. 12.78) TO NORTH OF BANCROFT ROAD IN BRADLEY COUNTY (L.M. 2.98).,5.82,MILES,False,False,False,False,False,False,False,False,True,False,False
CNX281,CARROLL,1,False,Resurfacing,THE RESURFACING ON S.R. 77 FROM NEAR MCLEMORESVILLE ROAD (L.M. 5.80) TO THE S.R. 22 BYPASS (L.M. 13.92).,8.12,MILES,False,False,False,False,False,False,False,False,False,False,True
CNP116,KNOX,1,False,Resurfacing,THE RESURFACING ON S.R. 168 FROM U.S. 129 (S.R. 115) (L.M. 0.00) TO MARTIN MILL PIKE (L.M. 2.52).,2.52,MILES,False,False,False,False,False,False,False,False,False,True,True
CNX068,CUMBERLAND,1,False,Resurfacing,"THE RESURFACING ON I-40 FROM EAST OF U.S. 70 (S.R. 1) (L.M. 24.55) TO THE OZONE BRIDGES (L.M. 29.19), INCLUDING BRIDGE DECK REPAIR AND THIN EPOXY OVERLAY.",4.64,MILES,False,False,True,False,False,False,False,False,True,True,True
CNX410,PUTNAM,1,False,Resurfacing,THE RESURFACING ON I-40 FROM EAST OF S.R. 56 (L.M. 6.80) TO EAST OF S.R. 56 (L.M. 14.04).,7.24,MILES,False,False,False,False,False,False,False,False,True,False,True
CNP108,HAMILTON,1,False,Resurfacing,THE RESURFACING ON S.R. 317 (BONNY OAKS DRIVE) FROM S.R. 17 (L.M. 0.00) TO WEST OF SILVERDALE ROAD (L.M. 4.47).,3.91,MILES,False,False,False,False,False,False,False,False,False,False,True
CNP317,WILLIAMSON,1,False,Resurfacing,"THE RESURFACING ON I-65 FROM SOUTH OF CONCORD ROAD (L.M. 17.50) TO THE DAVIDSON COUNTY LINE (L.M. 21.38), INCLUDING BRIDGE DECK REPAIR.",3.88,MILES,False,False,True,False,False,False,False,False,True,False,False
CNP107,HAMILTON,1,False,Resurfacing,THE RESURFACING ON S.R. 153 FROM EAST OF GRUBB ROAD (L.M. 10.85) TO U.S. 27 (S.R. 29) (L.M. 12.87) IN CHATTANOOGA.,2.02,MILES,False,False,False,False,False,False,False,False,False,True,True
CNP152,BRADLEY,1,False,Resurfacing,THE RESURFACING ON S.R. 60 FROM SPRING CREEK DRIVE (L.M. 14.67) TO NORTH OF CROWN COLONY DRIVE (L.M. 17.63).,2.63,MILES,False,False,False,False,False,False,False,False,False,False,True
CNX020,COFFEE,1,False,Resurfacing,THE RESURFACING ON I-24 FROM NEAR CHEATUM SPRINGS ROAD (L.M. 3.46) TO U.S. 41 (S.R. 2) (L.M. 8.86).,5.4,MILES,False,False,False,False,False,False,False,False,True,True,True
CNP181,MOORE,1,False,Resurfacing,THE RESURFACING ON S.R. 55 FROM S.R. 50 (L.M. 0.00) TO THE COFFEE COUNTY LINE (L.M. 11.16).,10.08,MILES,False,False,False,False,False,False,False,False,False,False,True
CNP163,CANNON,1,False,Resurfacing,THE RESURFACING ON U.S. 70S (S.R. 1) FROM THE RUTHERFORD COUNTY LINE (L.M. 0.00) TO HOLLIS CREEK ROAD (L.M. 3.47).,3.47,MILES,False,False,False,False,False,False,False,False,False,False,True
CNP119,GREENE,1,False,Resurfacing,"THE RESURFACING ON S.R. 172 FROM U.S. 321 (U.S. 11E, S.R. 34) (L.M. 0.00) TO I-81 (L.M. 11.68).",11.68,MILES,False,False,False,False,False,False,False,False,True,True,True
CNP175,CARTER,1,False,Resurfacing,THE RESURFACING ON S.R. 91 FROM WEST OF JIM DEAL ROAD (L.M. 12.82) TO EAST OF LAUREL HOLLOW ROAD (L.M. 17.05).,4.23,MILES,False,False,False,False,False,False,False,False,False,False,True
CNP113,FRANKLIN,1,False,Resurfacing,THE RESURFACING ON U.S. 41A (S.R. 16) FROM PETERS ROAD/PEABODY ROAD (L.M. 7.98) TO EAST OF WOODLAND DRIVE (L.M. 11.32).,3.34,MILES,False,False,False,False,False,False,False,False,False,False,True
CNP164,CHEATHAM AND DICKSON,2,True,Resurfacing,THE RESURFACING ON S.R. 49 FROM THE DICKSON COUNTY LINE (L.M. 0.00) TO THE CUMBERLAND RIVER BRIDGE IN CHEATHAM COUNTY (L.M. 4.95).,5.31,MILES,False,False,True,False,False,False,False,False,False,False,True
CNP205,MONTGOMERY,1,False,Resurfacing,THE RESURFACING ON S.R. 13 FROM FAIRVIEW LANE (L.M. 23.88) TO FAIRBROOK PLACE (L.M. 26.11).,2.23,MILES,False,False,False,False,False,False,False,False,False,False,True
CNP123,DECATUR,1,False,Resurfacing,THE RESURFACING ON S.R. 69 FROM CONCORD ROAD (L.M. 20.22) TO U.S. 412 (S.R. 20) (L.M. 28.47).,8.25,MILES,False,False,False,False,False,False,False,False,False,True,True
CNX374,SHELBY,1,False,Resurfacing,THE RESURFACING ON S.R. 57 FROM NEAR POPLAR VIEW PARKWAY (L.M. 18.94) TO EASTLY ROAD (L.M. 21.38).,2.44,MILES,False,False,False,False,False,False,False,False,False,False,True
CNP203,MCNAIRY,1,False,Resurfacing,THE RESURFACING ON S.R. 142 FROM ALBERT ROBINSON ROAD (L.M. 6.00) TO THE HARDIN COUNTY LINE (L.M. 11.70).,5.7,MILES,False,False,False,False,False,False,False,False,False,False,True
CNX050,CARTER AND JOHNSON,2,True,Resurfacing,"002,10S091-F8-002,STP-67(39),10S067-F8-002 THE RESURFACING IN CARTER COUNTY ON S.R. 91 FROM NEAR U.S. 19E (S.R. 37) TO NEAR GREEN VALLEY LANE, AND ON S.R. 67 FROM NEAR THE WATAUGA RIVER TO NEAR S.R. 167 IN JOHNSON COUNTY.",8.43,MILES,False,False,False,False,False,False,False,False,False,False,True
CNP109,MCMINN,1,False,Resurfacing,THE RESURFACING ON U.S. 11 (S.R. 2) FROM WEST OF S.R. 39 (L.M. 7.30) TO WEST OF ROCKY MOUNT-UNION CHAPEL ROAD (L.M. 12.23).,4.93,MILES,False,False,False,False,False,False,False,False,False,True,True
CNP127,DAVIDSON,1,False,Resurfacing,THE RESURFACING ON U.S. 70 (S.R. 24) FROM WEST OF BROWNS CREEK BRIDGE (L.M. 3.64) TO S.R. 155 (L.M. 8.13).,4.49,MILES,False,False,True,False,False,False,False,False,False,True,True
