contract_number,county,num_counties,multi_county,work_type,road_type,project_description,project_length,project_length_unit,has_grading,has_drainage,has_bridge,has_retaining_wall,has_paving,has_guardrail,has_signs,has_lighting,has_signals,has_pavement_marking,has_barrier,has_concrete,has_mowing,has_chip_seal,has_crack_seal,is_on_call,is_emergency
CNU126,ROBERTSON,1,0,Resurfacing,State,THE RESURFACING ON S.R. 256 FROM SOUTH OF THE BRIDGE OVER CHAMBERS SPRING BRANCH (L.M. 6.80) TO S.R. 76 (L.M. 10.51).,3.71,MILES,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNU142,PUTNAM,1,0,Resurfacing,State,THE RESURFACING ON S.R. 111 FROM SOUTH OF EAST MAIN STREET (L.M. 10.30) TO THE OVERTON COUNTY LINE (L.M. 12.96).,2.66,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNV346,LOUDON,1,0,Resurfacing,Interstate,THE RESURFACING ON I-75 FROM THE TENNESSEE RIVER BRIDGE (L.M. 7.86) TO NEAR HOTCHKISS VALLEY ROAD EAST (L.M. 12.92).,5.06,MILES,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNV314,MARION,1,0,Resurfacing,Interstate,THE RESURFACING ON I-24 FROM WEST OF MARTIN SPRINGS ROAD EXIT (L.M. 6.32) TO EAST OF BIG FIERY GIZZARD CREEK (L.M. 11.48).,5.16,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNQ191,MONTGOMERY,1,0,Resurfacing,US,THE RESURFACING ON U.S. 79 (S.R. 76) FROM S.R. 374 (L.M. 9.56) TO U.S. 41A (S.R. 12) (L.M. 13.29).,3.73,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNV329,MARSHALL,1,0,Resurfacing,Interstate,THE RESURFACING ON I-65 FROM NORTH OF U.S. 31A (S.R. 11) (L.M. 0.38) TO THE MAURY COUNTY LINE (L.M. 12.80).,12.42,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNU140,PUTNAM,1,0,Resurfacing,State,"THE RESURFACING ON S.R. 135 FROM SOUTH OF GRIDER ROAD (L.M. 7.38) TO NORTH OF STATE STREET (L.M. 9.75), INCLUDING BRIDGE EXPANSION JOINT REPAIR.",2.37,MILES,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNR163,MONROE,1,0,Resurfacing,US,THE RESURFACING ON U.S. 411 (S.R. 33) FROM NEAR STINNETT RIDGE ROAD (L.M. 8.88) TO NEAR KING ROAD (L.M. 11.10).,2.22,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNQ157,MONROE,1,0,Resurfacing,US,THE RESURFACING ON U.S. 411 (S.R. 33) FROM WARREN STREET (L.M. 7.01) TO STINNETT RIDGE ROAD (L.M. 8.88).,1.87,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNV345,HAYWOOD,1,0,Resurfacing,Interstate,"THE RESURFACING ON I-40 FROM THE FAYETTE COUNTY LINE (L.M. 0.00) TO WEST OF THE DOUGLAS ROAD UNDERPASS (L.M. 2.86), INCLUDING THIN EPOXY OVERLAY ON THE BRIDGE OVER BIG MUDDY CREEK.",2.86,MILES,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNV330,MONTGOMERY,1,0,Resurfacing,Interstate,THE RESURFACING ON I-24 FROM THE KENTUCKY STATE LINE (L.M. 0.00) TO EAST OF U.S. 79 (S.R. 13) (L.M. 5.00).,5.0,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNV331,RUTHERFORD,1,0,Resurfacing,Interstate,"THE RESURFACING ON I-24 FROM NEAR BAKER ROAD (L.M. 7.75) TO EAST OF MEDICAL CENTER PARKWAY (L.M. 13.60), INCLUDING BRIDGE EXPANSION JOINT REPAIRS.",5.85,MILES,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNU096,MONROE,1,0,Resurfacing,US,THE RESURFACING ON U.S. 411 (S.R. 33) FROM NEAR KING ROAD (L.M. 11.10) TO NEAR THE BRIDGE OVER LITTLE TENNESSEE RIVER (L.M. 16.68).,5.58,MILES,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNV333,SHELBY,1,0,Resurfacing,Interstate,"THE RESURFACING ON I-40 FROM WEST OF DAVIES PLANTATION ROAD (L.M. 22.84) TO THE FAYETTE COUNTY LINE (L.M. 30.60), INCLUDING BRIDGE DECK REPAIR.",7.76,MILES,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNV335,SULLIVAN,1,0,Resurfacing,Interstate,"THE RESURFACING ON I-81 FROM NEAR S.R. 357 (L.M. 9.38) TO NEAR S.R. 394 (L.M. 15.79), INCLUDING BRIDGE REPAIR WORK.",0.0,MILES,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNT177,PERRY,1,0,Resurfacing,State,"THE RESURFACING ON S.R. 13, S.R. 438 AND S.R. 100.",18.52,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNU103,LINCOLN,1,0,Resurfacing,US,"THE RESURFACING ON U.S. 231 (S.R. 10) FROM NORRIS CREEK (L.M. 10.79) TO SHELBYVILLE HIGHWAY (L.M. 12.62) AND ON U.S. 64 (S.R. 15) FROM S.R. 273 (L.M. 15.07) TO U.S. 231 (S.R. 10, HUNTSVILLE HIGHWAY) (L.M. 17.28).",4.04,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNQ248,MEIGS,1,0,Resurfacing,State,THE RESURFACING ON OLD S.R. 30 FROM COTTONPORT ROAD EAST OF NEW S.R. 30 (L.M. 0.15) TO WEST MEMORIAL DRIVE (L.M. 2.48).,2.33,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNQ244,MCMINN,1,0,Resurfacing,US,THE RESURFACING ON U.S. 11BR (S.R. 305) FROM S.R. 30 (L.M. 0.00) TO U.S. 11 (S.R. 2) (L.M. 2.85).,2.85,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNU121,LEWIS,1,0,Resurfacing,State,THE RESURFACING ON S.R. 99 FROM DIAL HOLLOW ROAD (L.M. 9.35) TO S.R. 20 (L.M. 14.35).,5.0,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNT148,POLK,1,0,Resurfacing,State,THE RESURFACING ON S.R. 30 FROM WEST OF TELLICO RELIANCE ROAD (L.M. 8.00) TO NEAR GREASY CREEK ROAD (L.M. 13.10).,5.1,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNU094,KNOX,1,0,Resurfacing,State,"THE RESURFACING ON S.R. 168 FROM NEAR MARTIN MILL PIKE (L.M. 2.52) TO NEAR CINDER LANE (L.M. 11.58), INCLUDING BRIDGE DECK REPAIR.",9.06,MILES,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNV236,CARROLL,1,0,Resurfacing,State,THE RESURFACING ON S.R. 105 FROM NEAR PARK STREET (L.M. 5.45) TO S.R. 77 (L.M. 9.07).,3.62,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNU089,HAWKINS,1,0,Resurfacing,State,THE RESURFACING ON U.S. 11W (S.R. 1) FROM THE GRAINGER COUNTY LINE (L.M. 0.00) TO NEAR LAKEMONT DRIVE (L.M. 5.00).,5.0,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNU117,HARDIN AND WAYNE,2,1,Resurfacing,State,THE RESURFACING ON S.R. 69 FROM THE ALABAMA STATE LINE (L.M. 0.00) IN WAYNE COUNTY TO HOLLAND CREEK ROAD (L.M. 10.57) IN HARDIN COUNTY.,14.28,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNV316,PUTNAM,1,0,Resurfacing,Interstate,THE RESURFACING ON I-40 FROM NEAR THE RAMP TO S.R. 136 (L.M. 19.59) TO NEAR FALLING WATER RIVER (L.M. 23.96) AND ON S.R. 136 FROM L.M. 5.28 TO L.M. 5.35.,4.45,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNQ362,RUTHERFORD,1,0,Resurfacing,Interstate,THE RESURFACING ON I-24 FROM EAST OF THE CSX RAILROAD BRIDGE (L.M. 19.07) TO EAST OF EPPS MILL ROAD (L.M. 26.55).,7.48,MILES,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNV319,DICKSON AND WILLIAMSON,2,1,Resurfacing,Interstate,THE RESURFACING ON I-40 FROM I-840 (L.M. 13.15) IN DICKSON COUNTY THROUGH WILLIAMSON COUNTY TO THE CHEATHAM COUNTY LINE (L.M. 3.11).,7.8,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNQ179,ROBERTSON,1,0,Resurfacing,State,THE RESURFACING ON S.R. 161 FROM S.R. 25 (L.M. 5.22) TO THE KENTUCKY STATE LINE (L.M. 9.92).,4.61,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNT087,HAMILTON,1,0,Resurfacing,State,"THE RESURFACING ON S.R. 153 FROM NORTH OF SHALLOWFORD ROAD (L.M. 2.60) TO NORTH OF S.R. 58 (L.M. 4.76), INCLUDING BRIDGE DECK REPAIR.",1.98,MILES,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNT226,HARDEMAN,1,0,Resurfacing,State,THE RESURFACING WITH HOT IN-PLACE RECYCLING ON S.R. 57 FROM SAULSBURY ROAD (L.M. 6.85) TO NEAR OLD RODGERS SPRINGS ROAD (L.M. 12.47).,5.48,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNT182,HAWKINS,1,0,Resurfacing,State,THE RESURFACING ON S.R. 66 FROM NEAR BERRY ROAD (L.M. 5.30) TO NEAR NORTH BRUMMITT STREET (L.M. 12.66).,7.36,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNQ165,WILLIAMSON,1,0,Resurfacing,US,THE RESURFACING ON U.S. 31 (S.R. 6) FROM THE MAURY COUNTY LINE (L.M. 0.00) TO SOUTH OF THE S.R. 840 OVERHEAD BRIDGE (L.M. 5.00).,5.0,MILES,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNR305,WILLIAMSON,1,0,Resurfacing,Interstate,THE RESURFACING ON I-840 FROM WEST OF U.S. 31 (S.R. 6) (L.M. 21.70) TO NEAR CAMPBELL ROAD (L.M. 26.00).,4.3,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNT038,HAWKINS,1,0,Resurfacing,State,THE RESURFACING ON S.R. 346 FROM NEAR U.S. 11W (S.R. 1) (L.M. 7.60) TO THE SULLIVAN COUNTY LINE (L.M. 17.87).,9.83,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNQ177,WILLIAMSON,1,0,Resurfacing,US,THE RESURFACING ON S.R. 397 FROM U.S. 31 (S.R. 6) (L.M. 0.00) TO S.R. 96 (L.M. 3.20) IN FRANKLIN.,2.91,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNT165,HAYWOOD,1,0,Resurfacing,US,THE RESURFACING ON U.S. 70 (S.R. 1) FROM THE TIPTON COUNTY LINE (L.M. 0.00) TO THE BRIDGE OVER BIG MUDDY CREEK (L.M. 6.28).,6.28,MILES,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNT225,JEFFERSON,1,0,Resurfacing,State,THE RESURFACING ON U.S. 11E (S.R. 34) FROM THE KNOX COUNTY LINE (L.M. 0.00) TO NEAR THE LOST CREEK BRIDGE (L.M. 7.72).,7.53,MILES,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNT153,LINCOLN,1,0,Resurfacing,US,"THE RESURFACING ON U.S. 231 (U.S. 431, S.R. 10) FROM SOUTH OF SOUTH KING DRIVE (L.M. 8.36) TO THE BRIDGE OVER NORRIS CREEK (L.M. 10.79).",2.43,MILES,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNQ182,SUMNER,1,0,Resurfacing,State,THE RESURFACING ON S.R. 25 FROM HALL TOWN ROAD (L.M. 4.95) TO WEST OF BRADFORD DRIVE (L.M. 11.98).,7.0,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNQ158,SULLIVAN,1,0,Resurfacing,State,"THE RESURFACING ON S.R. 126 FROM S.R. 93 (L.M. 0.00) TO S.R. 36 (L.M. 3.11), INCLUDING BRIDGE DECK REPAIR.",2.78,MILES,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNT216,MADISON,1,0,Resurfacing,US,THE RESURFACING ON U.S. 45 (S.R. 5) FROM S.R. 186 (L.M. 21.21) TO S.R. 43 (L.M. 23.11).,1.76,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNV192,WEAKLEY,1,0,Resurfacing,State,THE RESURFACING ON S.R. 431 FROM S.R. 22 (L.M. 0.00) TO NEAR BROADWAY STREET (L.M. 2.97).,2.97,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNT175,OVERTON,1,0,Resurfacing,State,THE RESURFACING ON S.R. 111 FROM SOUTH OF TWIN OAKS ROAD (L.M. 15.97) TO NORTH OF BIG SPRINGS ROAD (L.M. 20.07) AND ON S.R. 294 FROM S.R. 111 (L.M. 0.58) TO OAKLEY-ALLONS ROAD (L.M. 6.77).,10.29,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNT144,MARION,1,0,Resurfacing,State,THE RESURFACING ON S.R. 377 FROM THE ALABAMA STATE LINE (L.M. 0.00) TO S.R. 156 (L.M. 1.19).,1.19,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNU101,WILSON,1,0,Resurfacing,State,THE RESURFACING ON S.R. 266 FROM OREGON ROAD (L.M. 0.00) TO SOUTH OF S.R. 265 (L.M. 10.00).,10.0,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNT135,MAURY,1,0,Resurfacing,US,THE RESURFACING ON U.S. 412 (S.R. 50) FROM U.S. 412 (S.R. 99) (L.M. 12.19) TO U.S. 412 (S.R. 99) (L.M. 13.32) ON U.S. 412 (S.R. 99) FROM ZION ROAD (L.M. 11.92) TO NEAR BECKETT STREET (L.M. 16.40).,5.14,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNQ164,ROBERTSON,1,0,Resurfacing,US,THE RESURFACING ON U.S. 431 (S.R. 65) FROM NORTH OF U.S. 41 (S.R. 11) (L.M. 7.70) TO BRICK SCHOOL ROAD (L.M. 14.49).,6.79,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNV910,SHELBY,1,0,Resurfacing,Interstate,THE RESURFACING ON U.S. 72 (S.R. 57) FROM NEAR PERKINS EXTENDED (L.M. 5.68) TO THE I-240 INTERCHANGE (L.M. 8.05).,2.37,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNQ206,SEQUATCHIE,1,0,Resurfacing,US,THE RESURFACING ON S.R. 28 FROM SOUTH OF THE BRIDGE OVER WOODCOCK CREEK (L.M. 4.00) TO U.S. 127 (S.R. 8) (L.M. 7.49).,3.49,MILES,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNT147,MCMINN,1,0,Resurfacing,State,THE RESURFACING ON S.R. 39 FROM SOUTH JACKSON STREET (L.M. 9.35) TO EAST OF OLD ATHENS ENGLEWOOD ROAD (L.M. 12.30).,2.95,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNU127,WEAKLEY,1,0,Resurfacing,State,THE RESURFACING ON S.R. 89 FROM S.R. 54 (L.M. 16.60) TO NORTH OF S.R. 190 (L.M. 27.00).,10.4,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNQ222,RUTHERFORD,1,0,Resurfacing,US,THE RESURFACING ON S.R. 266 FROM THE S.R. 840 WB RAMP (L.M. 8.65) TO U.S. 231 (S.R. 10) (L.M. 13.30).,4.6,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNQ198,RUTHERFORD,1,0,Resurfacing,State,"THE RESURFACING ON S.R. 266 FROM NOLAN DRIVE (L.M. 3.33) TO S.R. 102 (L.M. 5.01), INCLUDING BRIDGE DECK REPAIR.",1.54,MILES,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNT164,MONTGOMERY,1,0,Resurfacing,US,THE RESURFACING ON S.R. 374 FROM THE BRIDGE OVER U.S. 41A (S.R. 12) (L.M. 11.70) TO U.S. 79 (S.R. 76) (L.M. 16.20).,4.5,MILES,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNV315,CUMBERLAND AND ROANE,2,1,Resurfacing,Interstate,F8-002 THE RESURFACING ON I-40 IN CUMBERLAND COUNTY FROM OZONE ROAD (L.M. 29.19) TO THE ROANE COUNTY LINE (L.M. 36.09) AND ON S.R. 299 (WESTEL ROAD IN CUMBERLAND COUNTY/ AIRPORT ROAD IN ROANE COUNTY) AT THE I-40 INTERCHANGES.,7.15,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNU118,SUMNER,1,0,Resurfacing,State,THE RESURFACING ON U.S. 31E (S.R. 6) FROM THE DAVIDSON COUNTY LINE (L.M. 0.00) TO CRANWELL DRIVE (L.M. 2.00).,2.0,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNR319,SHELBY,1,0,Resurfacing,Interstate,THE RESURFACING ON I-40 FROM THE WOLF RIVER (L.M. 9.56) TO EAST OF THE CSX OVERPASS (L.M. 11.74).,2.18,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNV317,DAVIDSON,1,0,Resurfacing,Interstate,THE RESURFACING ON I-40 FROM NEAR U.S. 70 (S.R. 24) (L.M. 9.61) TO NEAR 46TH AVENUE (L.M. 13.33).,3.72,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNT170,MARSHALL,1,0,Resurfacing,US,THE RESURFACING ON S.R. 50 FROM THE MAURY COUNTY LINE (L.M. 0.00) TO WEST OF U.S. 431 (S.R. 106) (L.M. 4.40).,4.4,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNT224,ROANE,1,0,Resurfacing,US,"94,73035-8211-14 THE RESURFACING ON S.R. 29 FROM NEAR U.S. 70 (S.R. 1) (L.M. 4.40) TO NEAR RURITAN ROAD (L.M. 5.97) AND ON U.S. 70 (S.R. 1) FROM NEAR RURITAN ROAD (L.M. 12.20) TO NEAR THE CLINCH RIVER BRIDGE (L.M. 14.90).",4.27,MILES,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNQ376,RUTHERFORD,1,0,Resurfacing,Interstate,THE RESURFACING ON I-840 USING OGFC AND PORTLAND CEMENT CONCRETE FROM WEST FORK STONES RIVER BRIDGE (L.M. 10.46) TO EAST FORK STONES RIVER BRIDGE (L.M. 15.60).,5.14,MILES,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNQ355,SHELBY,1,0,Resurfacing,Interstate,THE RESURFACING ON I-55 FROM NEAR HORN LAKE ROAD (L.M. 8.00) TO MCLEMORE ROAD (L.M. 11.00).,3.0,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNR170,STEWART,1,0,Resurfacing,State,THE RESURFACING ON S.R. 120 FROM S.R. 76 (L.M. 0.00) TO THE KENTUCKY STATE LINE (L.M. 12.16).,12.16,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNR159,SUMNER,1,0,Resurfacing,State,"THE RESURFACING ON U.S. 31E, S.R. 109, S.R. 174 AND S.R. 386.",12.66,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNR174,SUMNER,1,0,Resurfacing,State,"94,83008-8231-14 THE RESURFACING ON U.S. 31W (S.R. 41) FROM S.R. 25 (L.M. 14.41) TO SOUTH OF TGT ROAD (L.M. 22.18) AND ON S.R. 76 FROM S.R. 25 (L.M. 3.91) TO S.R. 109 (L.M. 10.34).",14.2,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNR212,MARION,1,0,Resurfacing,State,THE RESURFACING ON S.R. 108 FROM S.R. 28 (L.M. 0.00) TO SOUTH OF FISH BRANCH ROAD (L.M. 4.30).,4.3,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNT239,CARTER,1,0,Resurfacing,State,THE RESURFACING ON S.R. 91 FROM NEAR GREEN VALLEY ROAD (L.M. 4.86) TO NEAR BLUE SPRINGS ROAD (L.M. 8.99).,4.13,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNR206,BUREN,1,0,Resurfacing,State,THE RESURFACING ON S.R. 8 FROM THE SEQUATCHIE COUNTY LINE (L.M. 0.00) TO THE WARREN COUNTY LINE (L.M. 4.17).,4.17,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNR207,WARREN,1,0,Resurfacing,State,THE RESURFACING ON S.R. 287 FROM EAST OF SHELBYVILLE ROAD (L.M. 10.17) TO NASHVILLE HIGHWAY (OLD S.R. 1) (L.M. 14.32).,4.15,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNR173,MACON,1,0,Resurfacing,State,THE RESURFACING ON S.R. 52 FROM OLD HIGHWAY 52/BRATTONTOWN CIRCLE (L.M. 9.89) TO WEST OF RED BOILING SPRINGS ROAD (L.M. 14.65).,4.76,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNR208,WARREN,1,0,Resurfacing,State,THE RESURFACING ON S.R. 287 FROM NEAR S.R. 56 (L.M. 27.88) TO NEAR S.R. 288 (L.M. 33.88).,6.0,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNR177,WAYNE,1,0,Resurfacing,State,THE RESURFACING ON S.R. 13 FROM THE ALABAMA STATE LINE (L.M. 0.00) TO NORTH OF HOUSTON SMITH ROAD (L.M. 5.80).,5.8,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNT056,WEAKLEY,1,0,Resurfacing,State,THE RESURFACING ON U.S. 45E (S.R. 43) FROM S.R. 22 (L.M. 17.40) TO THE OBION COUNTY LINE (L.M. 20.94).,3.54,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNR211,WEAKLEY,1,0,Resurfacing,State,THE RESURFACING ON U.S. 45E (S.R. 43) FROM THE GIBSON COUNTY LINE (L.M. 0.00) TO OLD U.S. 45E (L.M. 7.01).,14.02,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNR171,WILSON,1,0,Resurfacing,Interstate,THE RESURFACING ON S.R. 109 FROM I-840 (L.M. 0.00) TO I-40 (L.M. 3.99).,3.99,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNR155,WILSON,1,0,Resurfacing,Interstate,THE RESURFACING ON S.R. 171 FROM I-40 (L.M. 4.84) TO DIVISION STREET (L.M. 6.92).,2.08,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNT120,BEDFORD,1,0,Resurfacing,US,THE RESURFACING ON U.S. 41A (S.R. 16) FROM EAST OF HUMMINGBIRD LANE (L.M. 16.00) TO U.S. 231 (S.R. 10) (L.M. 18.16) AND ON S.R. 64 FROM NORTH JEFFERSON STREET (L.M. 12.44) TO THE U.S. 41A (S.R. 16) RAMP (L.M. 15.84).,5.56,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNR147,KNOX,1,0,Resurfacing,US,THE RESURFACING ON U.S. 11 (S.R. 1) FROM NEAR MORRELL ROAD (L.M. 12.00) TO NEAR NEWCOM AVENUE (L.M. 15.01).,3.01,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNR200,JACKSON,1,0,Resurfacing,State,THE RESURFACING ON S.R. 85 FROM S.R. 53 (L.M. 15.32) TO NEAR GAW BRANCH ROAD (L.M. 20.17).,4.85,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNT083,BRADLEY,1,0,Resurfacing,State,THE RESURFACING ON S.R. 60 FROM NORTH OF S.R. 306 (L.M. 20.35) TO THE HAMILTON COUNTY LINE (L.M. 25.06).,4.71,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNR204,HENDERSON,1,0,Resurfacing,US,THE RESURFACING ON S.R. 114 FROM S.R. 201 (L.M. 6.52) TO U.S. 412 (S.R. 20) (L.M. 10.55).,4.03,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNT093,CHEATHAM,1,0,Resurfacing,Interstate,THE RESURFACING ON S.R. 249 FROM S.R. 49 (L.M. 16.52) TO I-24 (L.M. 26.01).,9.49,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNR142,HAWKINS,1,0,Resurfacing,State,THE RESURFACING ON S.R. 347 FROM NEAR GOSHEN VALLEY ROAD (L.M. 9.91) TO THE SULLIVAN COUNTY LINE (L.M. 20.90).,10.99,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNR184,HARDIN,1,0,Resurfacing,US,THE RESURFACING WITH HOT IN-PLACE RECYCLING ON U.S. 64 (S.R. 15) FROM THE CRUMP CITY LIMITS (L.M. 4.23) TO THE TENNESSEE RIVER (L.M. 6.29).,2.06,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNR141,GREENE AND WASHINGTON,2,1,Resurfacing,State,THE RESURFACING ON S.R. 93 AND S.R. 351 IN GREENE COUNTY AND ON S.R. 353 IN WASHINGTON COUNTY.,27.81,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNR140,GRAINGER,1,0,Resurfacing,State,THE RESURFACING ON S.R. 131 FROM U.S. 25E (S.R. 32) (L.M. 17.08) TO THE HANCOCK COUNTY LINE (L.M. 24.61).,7.53,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNT069,SULLIVAN,1,0,Resurfacing,State,"THE RESURFACING ON S.R. 126 FROM NEAR FALL CREEK ROAD (L.M. 9.10) TO NEAR S.R. 75 (L.M. 15.44) AND ON S.R. 93 FROM NEAR S.R. 347 (L.M. 3.17) TO NEAR GAYLEMONT DRIVE (L.M. 5.08), INCLUDING BRIDGE DECK REPAIR.",8.25,MILES,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNR178,GILES,1,0,Resurfacing,Other,THE RESURFACING ON S.R.11 FROM NORTH OF YORK HOLLOW ROAD (L.M.13.00) TO EAST OF 6TH STREET (L.M. 18.30).,5.3,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNT084,COFFEE,1,0,Resurfacing,US,THE RESURFACING ON U.S. 41 (S.R. 2) FROM S.R. 127 (L.M. 22.32) TO THE GRUNDY COUNTY LINE (L.M. 29.73).,7.33,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNT088,CUMBERLAND,1,0,Resurfacing,US,"THE RESURFACING ON U.S. 70 (S.R. 1), U.S. 127 (S.R. 28) AND ON S.R. 392.",8.83,MILES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
